,SKU,Product Description,Menge / Unit (Reference),Product Qty,Purchase,Shipping,Free Shipping,Purchace incl. Freight,Purchasing Total,Margin %,Yield,Unique Selling Price,Total Selling Price
570,,,10.0,128680.0,"2,350","4,99",250.0,"2,35","302398,0","0,10","30239,80","2,58€","332637,8"
571,,,,,,,,,,,,,
572,150240010012,"Bambus-Abschminkpads Ø 8cm , Anzahl 
pro Verp. = 10 Stück , Umverpackung/ VE = , VE je Karton = 280 , Kartons auf Palette
 = 12",1.0,420.0,"0,710","4,99",250.0,"0,71","298,2","0,45","134,19","1,02€","432,39"
573,,,2.0,3220.0,"0,710","4,99",250.0,"0,71","2286,2","0,42","960,20","1,00€","3246,39"
574,,,3.0,6020.0,"0,710","4,99",250.0,"0,71","4274,2","0,38","1624,19","0,97€","5898,38"
575,,,4.0,8820.0,"0,710","4,99",250.0,"0,71","6262,2","0,36","2254,39","0,96€","8516,59"
576,,,5.0,11620.0,"0,710","4,99",250.0,"0,70","8250,19","0,34","2805,06","0,95€","11055,25"
577,,,6.0,14420.0,"0,710","4,99",250.0,"0,71","10238,19","0,32","3276,22","0,93€","13514,41"
578,,,7.0,17220.0,"0,710","4,99",250.0,"0,71","12226,19","0,28","3423,33","0,90€","15649,52"
579,,,8.0,20020.0,"0,710","4,99",250.0,"0,71","14214,19","0,26","3695,69","0,89€","17909,89"
580,,,9.0,22820.0,"0,710","4,99",250.0,"0,71","16202,19","0,24","3888,52","0,88€","20090,71"
581,,,10.0,25620.0,"0,710","4,99",250.0,"0,71","18190,2","0,22","4001,84","0,86€","22192,04"
582,,,,,,,,,,,,,
583,150240010012-PAL,"Bambus-Abschminkpads Ø 8cm , Anzahl 
pro Verp. = 10 Stück , Umverpackung/ VE = , VE je Karton = 280 , Kartons auf Palette
 = 12",1.0,5600.0,"0,710","4,99",250.0,"0,71","3976,0","0,20","795,2","0,85€","4771,2"
584,,,2.0,39200.0,"0,710","4,99",250.0,"0,71","27832,0","0,19","5288,08","0,84€","33120,08"
585,,,3.0,72800.0,"0,710","4,99",250.0,"0,71","51688,0","0,18","9303,84","0,83€","60991,84"
586,,,4.0,106400.0,"0,710","4,99",250.0,"0,71","75544,0","0,17","12842,48","0,83€","88386,48"
587,,,5.0,140000.0,"0,710","4,99",250.0,"0,71","99400,0","0,16","15904,0","0,82€","115304,0"
588,,,6.0,173600.0,"0,710","4,99",250.0,"0,71","123256,0","0,15","18488,39","0,81€","141744,39"
589,,,7.0,207200.0,"0,710","4,99",250.0,"0,71","147112,0","0,14","20595,68","0,80€","167707,68"
590,,,8.0,240800.0,"0,710","4,99",250.0,"0,71","170968,0","0,13","22225,84","0,80€","193193,84"
591,,,9.0,274400.0,"0,710","4,99",250.0,"0,71","194824,0","0,12","23378,87","0,79€","218202,87"
592,,,10.0,308000.0,"0,710","4,99",250.0,"0,71","218680,0","0,10","21868,0","0,78€","240548,0"
593,,,,,,,,,,,,,
594,150561010004,"Bambus-Handtuch-Set 85% Bambus / 15% Baumw. , Anzahl 
pro Verp. = 4 Stück , Umverpackung/ VE = , VE je Karton = 30 , Kartons auf Palette
 = 12",1.0,80.0,"3,530","4,99",250.0,"3,53","282,4","0,45","127,08","5,11€","409,47"
595,,,2.0,200.0,"3,530","4,99",250.0,"3,53","706,0","0,42","296,52","5,01€","1002,52"
596,,,3.0,320.0,"3,530","4,99",250.0,"3,53","1129,6","0,38","429,24","4,87€","1558,84"
597,,,4.0,440.0,"3,530","4,99",250.0,"3,53","1553,19","0,36","559,15","4,80€","2112,35"
598,,,5.0,560.0,"3,530","4,99",250.0,"3,53","1976,8","0,34","672,11","4,73€","2648,91"
599,,,6.0,680.0,"3,530","4,99",250.0,"3,53","2400,4","0,32","768,12","4,65€","3168,52"
600,,,7.0,800.0,"3,530","4,99",250.0,"3,53","2824,0","0,28","790,72","4,51€","3614,72"
601,,,8.0,920.0,"3,530","4,99",250.0,"3,53","3247,6","0,26","844,37","4,44€","4091,97"
602,,,9.0,1040.0,"3,530","4,99",250.0,"3,53","3671,2","0,24","881,08","4,37€","4552,28"
603,,,10.0,1160.0,"3,530","4,99",250.0,"3,53","4094,79","0,22","900,85","4,30€","4995,65"
604,,,,,,,,,,,,,
605,150561010004-PAL,"Bambus-Handtuch-Set 85% Bambus / 15% Baumw. , Anzahl 
pro Verp. = 4 Stück , Umverpackung/ VE = , VE je Karton = 30 , Kartons auf Palette
 = 12",1.0,1120.0,"3,530","4,99",250.0,"3,53","3953,6","0,20","790,72","4,23€","4744,32"
606,,,2.0,2560.0,"3,530","4,99",250.0,"3,53","9036,8","0,19","1716,99","4,20€","10753,78"
607,,,3.0,4000.0,"3,530","4,99",250.0,"3,53","14120,0","0,18","2541,6","4,16€","16661,6"
608,,,4.0,5440.0,"3,530","4,99",250.0,"3,53","19203,2","0,17","3264,54","4,13€","22467,74"
609,,,5.0,6880.0,"3,530","4,99",250.0,"3,53","24286,39","0,16","3885,82","4,09€","28172,21"
610,,,6.0,8320.0,"3,530","4,99",250.0,"3,53","29369,6","0,15","4405,44","4,05€","33775,04"
611,,,7.0,9760.0,"3,530","4,99",250.0,"3,52","34452,79","0,14","4823,39","4,02€","39276,18"
612,,,8.0,11200.0,"3,530","4,99",250.0,"3,53","39536,0","0,13","5139,68","3,98€","44675,68"
613,,,9.0,12640.0,"3,530","4,99",250.0,"3,53","44619,2","0,12","5354,30","3,95€","49973,5"
614,,,10.0,14080.0,"3,530","4,99",250.0,"3,53","49702,39","0,10","4970,24","3,88€","54672,63"
615,,,,,,,,,,,,,
616,150630010000,"Bambus-Bürste (Rechteckig) 25 x 8,5 x 3,5 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 14 St. , VE je Karton = 140 , Kartons auf Palette
 = 12",1.0,40.0,"5,370","4,99",250.0,"5,49","219,79","0,45","98,90","7,96€","318,69"
617,,,2.0,180.0,"5,370","4,99",250.0,"5,37","966,6","0,42","405,97","7,62€","1372,57"
618,,,3.0,320.0,"5,370","4,99",250.0,"5,37","1718,4","0,38","652,99","7,41€","2371,39"
619,,,4.0,460.0,"5,370","4,99",250.0,"5,37","2470,20","0,36","889,27","7,30€","3359,47"
620,,,5.0,600.0,"5,370","4,99",250.0,"5,37","3222,0","0,34","1095,48","7,19€","4317,48"
621,,,6.0,740.0,"5,370","4,99",250.0,"5,37","3973,8","0,32","1271,61","7,08€","5245,41"
622,,,7.0,880.0,"5,370","4,99",250.0,"5,37","4725,6","0,28","1323,16","6,87€","6048,76"
623,,,8.0,1020.0,"5,370","4,99",250.0,"5,37","5477,40","0,26","1424,12","6,76€","6901,52"
624,,,9.0,1160.0,"5,370","4,99",250.0,"5,37","6229,2","0,24","1495,00","6,65€","7724,2"
625,,,10.0,1300.0,"5,370","4,99",250.0,"5,37","6981,0","0,22","1535,82","6,55€","8516,82"
626,,,,,,,,,,,,,
627,150630010000-PAL,"Bambus-Bürste (Rechteckig) 25 x 8,5 x 3,5 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 14 St. , VE je Karton = 140 , Kartons auf Palette
 = 12",1.0,720.0,"5,370","4,99",250.0,"5,37","3866,4","0,20","773,28","6,44€","4639,68"
628,,,2.0,2400.0,"5,370","4,99",250.0,"5,37","12888,0","0,19","2448,72","6,39€","15336,72"
629,,,3.0,4080.0,"5,370","4,99",250.0,"5,37","21909,60","0,18","3943,72","6,33€","25853,32"
630,,,4.0,5760.0,"5,370","4,99",250.0,"5,37","30931,2","0,17","5258,30","6,28€","36189,5"
631,,,5.0,7440.0,"5,370","4,99",250.0,"5,37","39952,8","0,16","6392,44","6,22€","46345,24"
632,,,6.0,9120.0,"5,370","4,99",250.0,"5,37","48974,4","0,15","7346,16","6,17€","56320,56"
633,,,7.0,10800.0,"5,370","4,99",250.0,"5,37","57996,0","0,14","8119,44","6,12€","66115,44"
634,,,8.0,12480.0,"5,370","4,99",250.0,"5,37","67017,6","0,13","8712,28","6,06€","75729,88"
635,,,9.0,14160.0,"5,370","4,99",250.0,"5,37","76039,2","0,12","9124,70","6,01€","85163,9"
636,,,10.0,15840.0,"5,370","4,99",250.0,"5,37","85060,8","0,10","8506,08","5,90€","93566,88"
637,,,,,,,,,,,,,
638,150631010000,"Bambus-Bürste (Oval) 24 x 8,5 x 3,5 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 14 St. , VE je Karton = 140 , Kartons auf Palette
 = 12",1.0,40.0,"5,370","4,99",250.0,"5,49","219,79","0,45","98,90","7,96€","318,69"
639,,,2.0,180.0,"5,370","4,99",250.0,"5,37","966,6","0,42","405,97","7,62€","1372,57"
640,,,3.0,320.0,"5,370","4,99",250.0,"5,37","1718,4","0,38","652,99","7,41€","2371,39"
641,,,4.0,460.0,"5,370","4,99",250.0,"5,37","2470,20","0,36","889,27","7,30€","3359,47"
642,,,5.0,600.0,"5,370","4,99",250.0,"5,37","3222,0","0,34","1095,48","7,19€","4317,48"
643,,,6.0,740.0,"5,370","4,99",250.0,"5,37","3973,8","0,32","1271,61","7,08€","5245,41"
644,,,7.0,880.0,"5,370","4,99",250.0,"5,37","4725,6","0,28","1323,16","6,87€","6048,76"
645,,,8.0,1020.0,"5,370","4,99",250.0,"5,37","5477,40","0,26","1424,12","6,76€","6901,52"
646,,,9.0,1160.0,"5,370","4,99",250.0,"5,37","6229,2","0,24","1495,00","6,65€","7724,2"
647,,,10.0,1300.0,"5,370","4,99",250.0,"5,37","6981,0","0,22","1535,82","6,55€","8516,82"
648,,,,,,,,,,,,,
649,150631010000-PAL,"Bambus-Bürste (Oval) 24 x 8,5 x 3,5 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 14 St. , VE je Karton = 140 , Kartons auf Palette
 = 12",1.0,720.0,"5,370","4,99",250.0,"5,37","3866,4","0,20","773,28","6,44€","4639,68"
650,,,2.0,2400.0,"5,370","4,99",250.0,"5,37","12888,0","0,19","2448,72","6,39€","15336,72"
651,,,3.0,4080.0,"5,370","4,99",250.0,"5,37","21909,60","0,18","3943,72","6,33€","25853,32"
652,,,4.0,5760.0,"5,370","4,99",250.0,"5,37","30931,2","0,17","5258,30","6,28€","36189,5"
653,,,5.0,7440.0,"5,370","4,99",250.0,"5,37","39952,8","0,16","6392,44","6,22€","46345,24"
654,,,6.0,9120.0,"5,370","4,99",250.0,"5,37","48974,4","0,15","7346,16","6,17€","56320,56"
655,,,7.0,10800.0,"5,370","4,99",250.0,"5,37","57996,0","0,14","8119,44","6,12€","66115,44"
656,,,8.0,12480.0,"5,370","4,99",250.0,"5,37","67017,6","0,13","8712,28","6,06€","75729,88"
657,,,9.0,14160.0,"5,370","4,99",250.0,"5,37","76039,2","0,12","9124,70","6,01€","85163,9"
658,,,10.0,15840.0,"5,370","4,99",250.0,"5,37","85060,8","0,10","8506,08","5,90€","93566,88"
659,,,,,,,,,,,,,
660,150632010000,"Bambus-Kamm 13,5 x 3 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 100 St. , VE je Karton = 1000 , Kartons auf Palette
 = 12",1.0,80.0,"3,350","4,99",250.0,"3,35","268,0","0,45","120,60","4,85€","388,6"
661,,,2.0,1080.0,"3,350","4,99",250.0,"3,35","3618,0","0,42","1519,56","4,75€","5137,55"
662,,,3.0,2080.0,"3,350","4,99",250.0,"3,35","6968,0","0,38","2647,84","4,62€","9615,84"
663,,,4.0,3080.0,"3,350","4,99",250.0,"3,35","10318,0","0,36","3714,48","4,55€","14032,48"
664,,,5.0,4080.0,"3,350","4,99",250.0,"3,35","13668,0","0,34","4647,12","4,48€","18315,12"
665,,,6.0,5080.0,"3,350","4,99",250.0,"3,35","17018,0","0,32","5445,76","4,42€","22463,76"
666,,,7.0,6080.0,"3,350","4,99",250.0,"3,35","20368,0","0,28","5703,04","4,28€","26071,04"
667,,,8.0,7080.0,"3,350","4,99",250.0,"3,35","23718,0","0,26","6166,68","4,22€","29884,68"
668,,,9.0,8080.0,"3,350","4,99",250.0,"3,35","27068,0","0,24","6496,32","4,15€","33564,32"
669,,,10.0,9080.0,"3,350","4,99",250.0,"3,35","30418,0","0,22","6691,96","4,08€","37109,96"
670,,,,,,,,,,,,,
671,150632010000-PAL,"Bambus-Kamm 13,5 x 3 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 100 St. , VE je Karton = 1000 , Kartons auf Palette
 = 12",1.0,1160.0,"3,350","4,99",250.0,"3,35","3886,0","0,20","777,2","4,02€","4663,2"
672,,,2.0,13160.0,"3,350","4,99",250.0,"3,35","44086,0","0,19","8376,34","3,98€","52462,34"
673,,,3.0,25160.0,"3,350","4,99",250.0,"3,35","84286,0","0,18","15171,48","3,95€","99457,48"
674,,,4.0,37160.0,"3,350","4,99",250.0,"3,35","124486,0","0,17","21162,62","3,91€","145648,62"
675,,,5.0,49160.0,"3,350","4,99",250.0,"3,35","164686,0","0,16","26349,76","3,88€","191035,76"
676,,,6.0,61160.0,"3,350","4,99",250.0,"3,35","204886,0","0,15","30732,89","3,85€","235618,89"
677,,,7.0,73160.0,"3,350","4,99",250.0,"3,35","245086,0","0,14","34312,04","3,81€","279398,04"
678,,,8.0,85160.0,"3,350","4,99",250.0,"3,35","285286,0","0,13","37087,18","3,78€","322373,18"
679,,,9.0,97160.0,"3,350","4,99",250.0,"3,35","325486,0","0,12","39058,32","3,75€","364544,32"
680,,,10.0,109160.0,"3,350","4,99",250.0,"3,35","365686,0","0,10","36568,6","3,68€","402254,6"
681,,,,,,,,,,,,,
682,150633010000,"Bambus-Bürste (Rechteckig) 25 x 8,5 x 3,5 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 14 St. , VE je Karton = 140 , Kartons auf Palette
 = 12",1.0,20.0,"7,870","4,99",250.0,"8,11","162,39","0,45","73,07","11,77€","235,46"
683,,,2.0,160.0,"7,870","4,99",250.0,"7,87","1259,2","0,42","528,86","11,17€","1788,06"
684,,,3.0,300.0,"7,870","4,99",250.0,"7,87","2361,0","0,38","897,18","10,86€","3258,18"
685,,,4.0,440.0,"7,870","4,99",250.0,"7,87","3462,8","0,36","1246,60","10,70€","4709,4"
686,,,5.0,580.0,"7,870","4,99",250.0,"7,87","4564,6","0,34","1551,96","10,54€","6116,56"
687,,,6.0,720.0,"7,870","4,99",250.0,"7,86","5666,4","0,32","1813,24","10,38€","7479,63"
688,,,7.0,860.0,"7,870","4,99",250.0,"7,87","6768,2","0,28","1895,09","10,07€","8663,28"
689,,,8.0,1000.0,"7,870","4,99",250.0,"7,87","7870,0","0,26","2046,2","9,91€","9916,2"
690,,,9.0,1140.0,"7,870","4,99",250.0,"7,86","8971,8","0,24","2153,23","9,75€","11125,02"
691,,,10.0,1280.0,"7,870","4,99",250.0,"7,87","10073,6","0,22","2216,19","9,60€","12289,79"
692,,,,,,,,,,,,,
693,150633010000-PAL,"Bambus-Bürste (Rechteckig) 25 x 8,5 x 3,5 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 14 St. , VE je Karton = 140 , Kartons auf Palette
 = 12",1.0,480.0,"7,870","4,99",250.0,"7,87","3777,6","0,20","755,52","9,44€","4533,12"
694,,,2.0,2160.0,"7,870","4,99",250.0,"7,87","16999,2","0,19","3229,84","9,36€","20229,04"
695,,,3.0,3840.0,"7,870","4,99",250.0,"7,87","30220,8","0,18","5439,74","9,28€","35660,54"
696,,,4.0,5520.0,"7,870","4,99",250.0,"7,87","43442,4","0,17","7385,20","9,20€","50827,6"
697,,,5.0,7200.0,"7,870","4,99",250.0,"7,87","56664,0","0,16","9066,24","9,12€","65730,24"
698,,,6.0,8880.0,"7,870","4,99",250.0,"7,87","69885,6","0,15","10482,84","9,05€","80368,44"
699,,,7.0,10560.0,"7,870","4,99",250.0,"7,87","83107,2","0,14","11635,00","8,97€","94742,2"
700,,,8.0,12240.0,"7,870","4,99",250.0,"7,87","96328,8","0,13","12522,74","8,89€","108851,54"
701,,,9.0,13920.0,"7,870","4,99",250.0,"7,87","109550,40","0,12","13146,04","8,81€","122696,44"
702,,,10.0,15600.0,"7,870","4,99",250.0,"7,87","122772,0","0,10","12277,2","8,65€","135049,2"
703,,,,,,,,,,,,,
704,150634010000,"Bambus-Bürste (Oval) 24 x 8,5 x 3,5 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 14 St. , VE je Karton = 140 , Kartons auf Palette
 = 12",1.0,20.0,"7,870","4,99",250.0,"8,11","162,39","0,45","73,07","11,77€","235,46"
705,,,2.0,160.0,"7,870","4,99",250.0,"7,87","1259,2","0,42","528,86","11,17€","1788,06"
706,,,3.0,300.0,"7,870","4,99",250.0,"7,87","2361,0","0,38","897,18","10,86€","3258,18"
707,,,4.0,440.0,"7,870","4,99",250.0,"7,87","3462,8","0,36","1246,60","10,70€","4709,4"
708,,,5.0,580.0,"7,870","4,99",250.0,"7,87","4564,6","0,34","1551,96","10,54€","6116,56"
709,,,6.0,720.0,"7,870","4,99",250.0,"7,86","5666,4","0,32","1813,24","10,38€","7479,63"
710,,,7.0,860.0,"7,870","4,99",250.0,"7,87","6768,2","0,28","1895,09","10,07€","8663,28"
711,,,8.0,1000.0,"7,870","4,99",250.0,"7,87","7870,0","0,26","2046,2","9,91€","9916,2"
712,,,9.0,1140.0,"7,870","4,99",250.0,"7,86","8971,8","0,24","2153,23","9,75€","11125,02"
713,,,10.0,1280.0,"7,870","4,99",250.0,"7,87","10073,6","0,22","2216,19","9,60€","12289,79"
714,,,,,,,,,,,,,
715,150634010000-PAL,"Bambus-Bürste (Oval) 24 x 8,5 x 3,5 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 14 St. , VE je Karton = 140 , Kartons auf Palette
 = 12",1.0,480.0,"7,870","4,99",250.0,"7,87","3777,6","0,20","755,52","9,44€","4533,12"
716,,,2.0,2160.0,"7,870","4,99",250.0,"7,87","16999,2","0,19","3229,84","9,36€","20229,04"
717,,,3.0,3840.0,"7,870","4,99",250.0,"7,87","30220,8","0,18","5439,74","9,28€","35660,54"
718,,,4.0,5520.0,"7,870","4,99",250.0,"7,87","43442,4","0,17","7385,20","9,20€","50827,6"
719,,,5.0,7200.0,"7,870","4,99",250.0,"7,87","56664,0","0,16","9066,24","9,12€","65730,24"
720,,,6.0,8880.0,"7,870","4,99",250.0,"7,87","69885,6","0,15","10482,84","9,05€","80368,44"
721,,,7.0,10560.0,"7,870","4,99",250.0,"7,87","83107,2","0,14","11635,00","8,97€","94742,2"
722,,,8.0,12240.0,"7,870","4,99",250.0,"7,87","96328,8","0,13","12522,74","8,89€","108851,54"
723,,,9.0,13920.0,"7,870","4,99",250.0,"7,87","109550,40","0,12","13146,04","8,81€","122696,44"
724,,,10.0,15600.0,"7,870","4,99",250.0,"7,87","122772,0","0,10","12277,2","8,65€","135049,2"
725,,,,,,,,,,,,,
726,150635010000,"Bambus-Kamm 13,5 x 3 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 100 St. , VE je Karton = 1000 , Kartons auf Palette
 = 12",1.0,40.0,"5,850","4,99",250.0,"5,97","238,99","0,45","107,54","8,66€","346,53"
727,,,2.0,1040.0,"5,850","4,99",250.0,"5,85","6084,0","0,42","2555,27","8,30€","8639,27"
728,,,3.0,2040.0,"5,850","4,99",250.0,"5,85","11934,0","0,38","4534,92","8,07€","16468,92"
729,,,4.0,3040.0,"5,850","4,99",250.0,"5,85","17784,0","0,36","6402,24","7,95€","24186,23"
730,,,5.0,4040.0,"5,850","4,99",250.0,"5,85","23634,0","0,34","8035,56","7,83€","31669,56"
731,,,6.0,5040.0,"5,850","4,99",250.0,"5,85","29484,0","0,32","9434,88","7,72€","38918,88"
732,,,7.0,6040.0,"5,850","4,99",250.0,"5,85","35334,0","0,28","9893,52","7,48€","45227,52"
733,,,8.0,7040.0,"5,850","4,99",250.0,"5,85","41184,0","0,26","10707,84","7,37€","51891,84"
734,,,9.0,8040.0,"5,850","4,99",250.0,"5,85","47034,0","0,24","11288,16","7,25€","58322,16"
735,,,10.0,9040.0,"5,850","4,99",250.0,"5,85","52884,0","0,22","11634,48","7,13€","64518,47"
736,,,,,,,,,,,,,
737,150635010000-PAL,"Bambus-Kamm 13,5 x 3 cm , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = Karton 28,5x17x19 100 St. , VE je Karton = 1000 , Kartons auf Palette
 = 12",1.0,680.0,"5,850","4,99",250.0,"5,85","3977,99","0,20","795,59","7,01€","4773,58"
738,,,2.0,12680.0,"5,850","4,99",250.0,"5,85","74178,0","0,19","14093,82","6,96€","88271,82"
739,,,3.0,24680.0,"5,850","4,99",250.0,"5,85","144378,0","0,18","25988,03","6,90€","170366,03"
740,,,4.0,36680.0,"5,850","4,99",250.0,"5,85","214578,0","0,17","36478,26","6,84€","251056,26"
741,,,5.0,48680.0,"5,850","4,99",250.0,"5,85","284778,0","0,16","45564,48","6,78€","330342,48"
742,,,6.0,60680.0,"5,850","4,99",250.0,"5,85","354978,0","0,15","53246,7","6,72€","408224,7"
743,,,7.0,72680.0,"5,850","4,99",250.0,"5,85","425178,0","0,14","59524,92","6,66€","484702,92"
744,,,8.0,84680.0,"5,850","4,99",250.0,"5,85","495377,99","0,13","64399,13","6,61€","559777,12"
745,,,9.0,96680.0,"5,850","4,99",250.0,"5,85","565578,0","0,12","67869,36","6,55€","633447,36"
746,,,10.0,108680.0,"5,850","4,99",250.0,"5,85","635778,0","0,10","63577,8","6,43€","699355,8"
747,,,,,,,,,,,,,
748,150250010000,"Bambus-Toilettenpapier 3-lagig / 200 Blatt , Anzahl 
pro Verp. = 8 Rollen , Umverpackung/ VE = Original verpackt 8 St. , VE je Karton = 12 , Kartons auf Palette
 = 12",1.0,196.0,"0,500","4,99",250.0,"0,52","102,99","0,45","46,34","0,76€","149,32"
749,,,2.0,292.0,"0,500","4,99",250.0,"0,51","150,99","0,42","63,41","0,73€","214,4"
750,,,3.0,388.0,"0,500","4,99",250.0,"0,51","198,99","0,38","75,61","0,70€","274,6"
751,,,4.0,484.0,"0,500","4,99",250.0,"0,51","246,99","0,36","88,91","0,69€","335,9"
752,,,5.0,580.0,"0,500","4,99",250.0,"0,5","290,0","0,34","98,60","0,67€","388,6"
753,,,6.0,676.0,"0,500","4,99",250.0,"0,5","338,0","0,32","108,16","0,65€","446,15"
754,,,7.0,772.0,"0,500","4,99",250.0,"0,5","386,0","0,28","108,08","0,64€","494,08"
755,,,8.0,868.0,"0,500","4,99",250.0,"0,5","434,0","0,26","112,84","0,63€","546,84"
756,,,9.0,964.0,"0,500","4,99",250.0,"0,5","482,0","0,24","115,67","0,61€","597,67"
757,,,10.0,1060.0,"0,500","4,99",250.0,"0,5","530,0","0,22","116,6","0,61€","646,6"
758,,,,,,,,,,,,,
759,150250010000-PAL,"Bambus-Toilettenpapier 3-lagig / 200 Blatt , Anzahl 
pro Verp. = 8 Rollen , Umverpackung/ VE = Original verpackt 8 St. , VE je Karton = 12 , Kartons auf Palette
 = 12",4.0,4608.0,"0,500","4,99",250.0,"0,500",2304,"0,20","460,80","0,60€","2764,80"
760,,,8.0,9216.0,"0,500","4,99",250.0,"0,500",4608,"0,19","875,52","0,60€","5483,52"
761,,,12.0,13824.0,"0,500","4,99",250.0,"0,500",6912,"0,18","1244,16","0,59€","8156,16"
762,,,16.0,18432.0,"0,500","4,99",250.0,"0,500",9216,"0,17","1566,72","0,59€","10782,72"
763,,,20.0,23040.0,"0,500","4,99",250.0,"0,500",11520,"0,16","1843,20","0,58€","13363,20"
764,,,24.0,27648.0,"0,500","4,99",250.0,"0,500",13824,"0,15","2073,60","0,58€","15897,60"
765,,,28.0,32256.0,"0,500","4,99",250.0,"0,500",16128,"0,14","2257,92","0,57€","18385,92"
766,,,32.0,36864.0,"0,500","4,99",250.0,"0,500",18432,"0,13","2396,16","0,57€","20828,16"
767,,,36.0,41472.0,"0,500","4,99",250.0,"0,500",20736,"0,12","2488,32","0,56€","23224,32"
768,,,40.0,46080.0,"0,500","4,99",250.0,"0,500",23040,"0,10","2304,00","0,55€","25344,00"
769,,,,,,,,,,,,,
770,150251010000,"Bambus-Toilettenpapier - Unverpackt - , Anzahl 
pro Verp. = 96 Rollen , Umverpackung/ VE = Karton 60x40,5x43,5 , VE je Karton = 1 , Kartons auf Palette
 = 12",1.0,196.0,"0,490","4,99",250.0,"0,51","101,02","0,45","45,46","0,74€","146,48"
771,,,2.0,292.0,"0,490","4,99",250.0,"0,50","148,07","0,42","62,18","0,72€","210,25"
772,,,3.0,388.0,"0,490","4,99",250.0,"0,50","195,11","0,38","74,14","0,69€","269,25"
773,,,4.0,484.0,"0,490","4,99",250.0,"0,50","242,15","0,36","87,17","0,68€","329,32"
774,,,5.0,580.0,"0,490","4,99",250.0,"0,49","284,2","0,34","96,62","0,65€","380,82"
775,,,6.0,676.0,"0,490","4,99",250.0,"0,49","331,24","0,32","105,99","0,64€","437,23"
776,,,7.0,772.0,"0,490","4,99",250.0,"0,49","378,28","0,28","105,91","0,62€","484,18"
777,,,8.0,868.0,"0,490","4,99",250.0,"0,49","425,32","0,26","110,58","0,61€","535,9"
778,,,9.0,964.0,"0,490","4,99",250.0,"0,49","472,36","0,24","113,36","0,60€","585,72"
779,,,10.0,1060.0,"0,490","4,99",250.0,"0,49","519,4","0,22","114,26","0,59€","633,66"
780,,,,,,,,,,,,,
781,150251010000-PAL,"Bambus-Toilettenpapier - Unverpackt - , Anzahl 
pro Verp. = 96 Rollen , Umverpackung/ VE = Karton 60x40,5x43,5 , VE je Karton = 1 , Kartons auf Palette
 = 12",4.0,4608.0,"0,490","4,99",250.0,"0,490","2257,92","0,20","451,58","0,59€","2709,50"
782,,,8.0,9216.0,"0,490","4,99",250.0,"0,490","4515,84","0,19","858,01","0,58€","5373,85"
783,,,12.0,13824.0,"0,490","4,99",250.0,"0,490","6773,76","0,18","1219,28","0,58€","7993,04"
784,,,16.0,18432.0,"0,490","4,99",250.0,"0,490","9031,68","0,17","1535,39","0,57€","10567,07"
785,,,20.0,23040.0,"0,490","4,99",250.0,"0,490","11289,6","0,16","1806,34","0,57€","13095,94"
786,,,24.0,27648.0,"0,490","4,99",250.0,"0,490","13547,52","0,15","2032,13","0,56€","15579,65"
787,,,28.0,32256.0,"0,490","4,99",250.0,"0,490","15805,44","0,14","2212,76","0,56€","18018,20"
788,,,32.0,36864.0,"0,490","4,99",250.0,"0,490","18063,36","0,13","2348,24","0,55€","20411,60"
789,,,36.0,41472.0,"0,490","4,99",250.0,"0,490","20321,28","0,12","2438,55","0,55€","22759,83"
790,,,40.0,46080.0,"0,490","4,99",250.0,"0,490","22579,2","0,10","2257,92","0,54€","24837,12"
791,,,,,,,,,,,,,
792,350612010182,"Bambus-Sport-Socken 5er Packung (One Size Fit) , Anzahl 
pro Verp. = 5 Stück , Umverpackung/ VE = , VE je Karton = 105 , Kartons auf Palette
 = 12",1.0,165.0,"1,810","4,99",250.0,"1,81","298,65","0,45","134,39","2,62€","433,04"
793,,,2.0,690.0,"1,810","4,99",250.0,"1,81","1248,9","0,42","524,53","2,57€","1773,43"
794,,,3.0,1215.0,"1,810","4,99",250.0,"1,81","2199,15","0,38","835,67","2,49€","3034,82"
795,,,4.0,1740.0,"1,810","4,99",250.0,"1,81","3149,4","0,36","1133,78","2,46€","4283,18"
796,,,5.0,2265.0,"1,810","4,99",250.0,"1,81","4099,65","0,34","1393,88","2,42€","5493,53"
797,,,6.0,2790.0,"1,810","4,99",250.0,"1,81","5049,90","0,32","1615,96","2,38€","6665,86"
